marketing,ventas
15165,145062
13529,125530
17502,158638
21381,198320
22452,210512
26656,247018
31667,290608
46688,423974
11784,111806
5794,57502
33810,306376
11332,106975
25583,240327
12729,121954
41197,389392
42198,379684
35721,326820
17710,164954
48766,451463
46407,420847
39069,348866
25397,231386
38666,343211
12968,121020
23428,215159
6769,65767
30628,281568
5070,50444
35287,321247
5575,53840
24772,231594
13611,126826
46746,419736
43801,388786
4630,46440
24435,223389
10650,100010
4561,45956
15470,142845
43367,391704
43131,396891
18530,170173
46664,420149
5747,55778
47462,448940
48240,431574
3961,39266
48161,440601
35051,316661
27304,254868
29786,277424
43624,389210
14372,135121
44817,411065
41252,382034
43241,390038
11668,110819
34793,323007
35112,318293
40996,369224
33854,304291
1210,16117
25219,235571
37864,345123
4049,41049
2723,29317
18826,177209
11560,108880
20615,186253
9801,93162
35897,324702
6422,64419
10630,98651
22604,204313
25107,236256
26405,244280
39431,350603
4798,47293
29266,268928
10803,99684
7869,74372
16172,147149
36996,341401
26324,239759
8962,86014
38912,353335
23807,220070
3645,38060
4406,44934
19888,184409
44942,409356
14188,130959
31957,302102
27875,262124
32490,297594
7981,77260
31979,298187
41357,378475
1944,22774
17654,163240
10424,98899
3338,34397
28273,250818
26994,247090
35309,316704
27932,258831
45465,423972
18068,167631
5477,55572
10243,98624
8224,80236
21759,200939
13490,128197
8476,78966
1338,17031
42853,396394
3137,33117
41191,372221
10107,95686
4778,48038
47905,421774
25061,236889
11872,109917
12350,115700
34614,324556
19812,179176
33135,295400
19806,179989
17866,164312
5740,55179
10036,97033
21495,197413
33247,302103
18607,170368
9689,95048
37817,348210
9412,90314
10451,95995
14065,132144
38922,365328
37377,338734
7279,72993
21920,201662
33301,304820
14481,133175
41503,367561
49015,445161
4632,47278
28305,264038
26945,245167
34371,304659
45238,420084
16538,154399
1051,14340
2396,26329
43669,396201
21210,198848
2012,22888
49617,451623
7663,72604
41214,373670
15961,150348
16225,148950
14790,136148
17394,164665
42256,402396
21150,197807
43383,399454
13164,122637
11613,107906
48941,436721
16736,157280
47660,433501
21957,204908
49706,447012
34984,321375
16440,148086
14792,137767
11027,101960
21729,203687
6360,61591
44011,407481
36130,326974
813,12374
16957,155363
49904,451541
42585,393935
27150,252030
45698,405005
25196,229462
49578,450768
33285,301861
10162,97498
31972,292912
6746,65382
7260,69615
4169,42448
26414,252929
47985,435439
33058,310181
48138,439084
21503,196953
47080,434396
22572,210295
6350,62612
18738,174532
35764,330260
27898,259258
1906,22266
40335,366555
43252,398624
36873,341635
34231,321163
4713,47396
42175,386221
1101,15152
38321,348536
2129,23897
48159,447281
20683,190661
7168,67923
28002,255773
45588,420912
47630,443890
35088,319658
7644,75619
46392,424951
15342,144896
38443,348061
32663,299955
19616,178635
46960,426761
24876,232117
36656,338390
37017,343595
9418,88765
35526,315186
17100,157021
10266,98809
3642,37587
6124,60455
25630,248824
28541,263876
34473,313066
31677,296063
30534,283318
8452,80130
38779,355389
31037,286558
26830,246534
23252,218060
24176,220555
19975,182001
47921,437498
39589,370210
12915,124459
29636,261740
6539,64343
23978,221974
13792,128558
40261,370147
15383,146354
11437,107552
38144,344139
42284,379183
38828,357042
42540,396773
45367,416037
16866,154723
41492,375264
23723,219044
6973,68135
21936,208021
34587,316117
2022,23029
31419,290642
34862,320316
37972,352261
31034,281530
44385,399166
42089,382031
3894,39620
23151,214288
16629,153166
7265,69808
12605,122143
20145,184374
27142,247222
36099,322572
21747,204780
30401,280412
45661,423604
26534,250415
17915,165964
22815,210422
24784,227367
21184,193472
1312,17114
27326,257246
504,9497
3343,35608
18694,175232
29717,268181
44285,416754
15715,148391
31932,292009
31229,283166
46873,427509
34488,321367
23946,218630
27584,254213
23276,215932
38490,361259
43410,388079
19106,174793
31397,293848
17137,161161
48352,447461
32479,300695
19029,174954
41100,367921
26351,248837
22534,213101
7256,69666
1638,19523
36973,342279
13846,129739
24336,223800
23002,209544
47696,437651
3595,37353
27816,253055
47819,428294
29763,272174
47573,432017
45452,412439
15055,146076
1774,21440
30520,281318
42224,386025
10657,101548
31949,291379
49023,456917
6069,60748
16605,154229
13660,130646
19894,182953
16295,152391
8348,78649
49959,452229
32711,298902
46810,423578
19982,186394
7500,73005
27878,254125
1667,20149
28260,259726
41956,387353
22946,208874
45303,412826
34717,312310
37842,332831
9066,83118
2428,26312
19794,187120
35628,319490
44270,401732
2525,28060
9884,91864
23352,221176
28646,261679
23288,215148
1926,22176
21054,195944
34827,324472
4573,46200
23620,219759
7211,68855
26159,246070
4612,45631
27377,247491
30460,282719
43533,403969
19423,181138
24557,225548
45541,417400
49942,455139
5576,55775
43346,411882
44404,401734
16673,156664
24149,221324
24590,230278
35617,324156
48724,454606
36829,337426
20086,183166
46878,425873
623,10512
28394,268368
46833,424040
42902,400949
26068,236360
32244,295408
45019,411385
12625,120606
26194,244085
8410,79720
9572,91297
28086,254675
31999,303119
10969,104048
24252,221054
8360,79817
33812,315517
22008,207160
38856,355721
38851,353729
6580,64145
1148,15385
25302,232174
16578,156443
3087,32334
1353,16977
39946,354225
38677,362171
37687,345878
18335,166760
20505,188078
524,9784
28251,254878
44863,418603
4801,48214
35438,329395
39488,357836
32366,299892
4103,42067
44812,397010
41770,391800
33522,306120
11735,108018
16897,157038
39132,363118
19129,173460
40696,363094
41866,382456
19539,175912
12339,117326
39396,365085
48225,438023
42686,389115
9090,87761
33803,311947
11000,104983
11545,108405
6436,63347
4992,51447
39405,361659
42214,395651
34179,313044
31053,281983
11841,111604
4687,47916
39640,364481
6933,66912
19035,173775
9533,90871
38935,348497
16699,156304
23919,215241
5137,52954
35355,330152
42062,379951
17348,160542
26076,242920
39800,370125
13661,128596
22514,201225
32525,305186
6971,68170
42705,383081
35042,330078
31438,291289
30493,289450
48808,453898
28810,268595
17560,162870
3099,32048
3891,40832
10039,95847
20353,191108
5961,58578
30220,278112
7707,75584
5831,56025
47061,434713
16555,153877
22187,204423
13035,118723
29495,273063
17601,164544
39238,351863
38052,341031
10286,98071
4341,43198
47597,444492
29418,263998
29733,268446
44485,403693
33739,326736
40450,361769
41652,372219
11921,110719
34202,306291
8218,77979
30781,274015
39005,360544
28614,265520
15394,138355
35316,325666
34931,316402
28709,265425
5998,59562
47772,429832
42930,394879
3916,40796
22619,209992
1345,17151
48404,461055
41363,386297
35511,325238
27108,256108
46229,426645
17214,162782
30115,276719
1830,21550
30962,295331
1845,21748
13023,122427
32172,301304
19025,174739
25085,233979
23268,218606
3334,34761
29033,263668
11500,110307
38124,352113
48827,444969
49068,458664
14696,137188
15541,142826
1386,17694
17194,161137
37546,337220
39165,359705
38969,360370
8334,81043
7273,69653
45857,419087
2141,24453
35669,322887
30400,275884
29475,275944
13699,129126
7474,71958
3598,37757
659,10999
12446,116252
9202,88040
27666,256966
41127,377416
34135,318690
26765,242918
39955,365007
39157,356983
13729,128247
4366,44612
16384,153720
14269,136272
38125,351163
20810,196400
47770,437101
24224,224184
38677,350649
48720,443460
48961,447943
37502,332942
6391,63397
44715,404934
29581,268513
39732,356329
22888,211109
29500,279081
40270,372035
26068,243475
16252,149504
36237,327528
9252,88230
49965,457625
42213,387220
32792,297527
7307,70860
21960,204060
49219,443505
3768,38879
35809,326321
44100,406321
12556,120552
10991,105405
6708,64664
48438,427427
12491,114396
11533,108120
38984,360352
31182,288065
3371,35066
19005,174065
16775,156256
21516,200026
39123,354586
19728,178431
13101,124832
19636,185238
46912,429298
11893,114426
4406,45446
43170,393007
42496,388560
47938,437463
2446,27270
45907,410422
43897,395790
48724,440196
3949,40508
5914,56873
27063,245435
16495,151472
14518,134331
7044,68853
48853,452315
34120,310027
25011,236405
14807,139821
19417,177845
31783,287785
39324,357717
44494,411432
896,13151
6760,65290
29623,270952
13304,126460
32527,296457
34598,315883
32247,302789
6372,62064
15376,143498
26454,242600
12886,120224
6827,67755
11956,115563
38071,338654
11272,105761
15435,144832
25881,243042
24473,229264
29276,264532
19324,177176
9135,87720
33382,311312
21231,202946
46786,429655
2427,26317
30699,273155
25015,228696
1123,15198
16444,154930
21003,189868
41933,384555
15416,142994
11455,105182
7282,69679
49890,457327
17962,167729
40771,372197
23741,220349
45439,398933
10402,98475
9613,92270
5994,59218
49854,456652
3362,35244
36652,325051
46424,419585
40095,360529
3730,38435
25920,235146
46666,428716
15347,140746
47086,439959
18216,169351
47941,435284
6902,66813
42611,394128
36631,330330
39341,362817
10732,102238
20615,187207
17676,163603
32015,293178
16982,154520
11837,109850
9599,90424
17800,171139
43800,392710
29522,267257
26649,248844
25295,229524
2451,27411
19437,180790
5901,57833
37070,334005
30942,293143
23324,216139
8759,84917
27861,254016
16543,153985
7720,73432
42097,398728
47044,425531
28906,253310
22273,208835
15085,142666
25907,238705
30995,285637
23097,205713
42745,376414
45168,403942
4640,45838
26955,245673
16476,155196
47683,425552
14206,134706
35654,325304
43472,399053
8045,77337
8828,85293
34069,309347
43135,391696
28053,253457
49333,450817
11871,109694
2117,23801
952,13746
22356,204714
48455,432304
48851,449875
42691,401539
4716,46371
26806,243086
25058,233052
41847,381008
35291,325865
3517,37086
10816,102601
26291,237393
6515,64113
47340,421789
27573,253646
33689,306040
37439,353337
8134,78205
1909,22236
33230,305101
47409,430017
35406,326707
39131,347440
22311,202651
42742,389375
44263,401441
16826,156912
21214,196184
30434,270450
10929,102237
21264,190055
12574,117603
1734,20235
23803,218830
8765,84381
19697,179219
34773,319575
23668,217827
49697,447756
33818,311400
6580,65497
41838,386683
25928,239636
40346,368080
29193,270542
11770,112464
43495,390155
32757,299799
49969,439823
17980,168135
36934,345739
546,9857
34727,311977
12311,118159
34841,306545
35099,327852
8718,82218
924,13368
25235,229976
10933,104880
46777,419011
29093,262814
31342,288855
20644,192342
7352,72280
46280,406115
41407,367928
26882,248517
33693,311722
35024,318285
35823,319289
11104,105094
21940,203801
29333,263936
45793,420390
40195,370927
23931,219935
24327,225763
31479,292892
26995,249784
37822,337484
35519,331615
37606,347692
23308,217830
22275,209912
17755,160208
28738,268656
33632,304075
15533,146224
4213,43085
39474,374069
15495,141682
10874,104573
16033,151194
7442,74561
45490,398050
16795,159719
47797,438239
25441,234337
36144,325123
14178,133815
37314,333144
3413,35497
7297,70910
32799,299180
5899,58912
34144,315691
31058,280705
49345,445512
44289,409632
31580,297141
30127,281721
43484,389375
20175,190273
44608,413563
23478,217402
34381,305201
16656,159298
43402,409081
37439,341738
15578,144813
44115,409415
44067,390911
3289,34157
3683,37825
35859,337993
23961,220310
28621,262146
2879,31298
43498,412330
47104,423937
25170,229705
15743,148233
5909,57266
21630,199141
33971,306342
31538,281923
19637,178511
2530,28006
26291,239834
40128,370203
47054,426069
17841,172310
31613,295271
1578,18952
15503,145454
43659,398715
6229,61343
18826,177503
25899,239956
41888,391049
25958,240701
35061,324674
5798,58371
31551,281554
18413,166702
42692,388183
22975,212187
33099,306019
510,9432
23052,213670
2963,31699
1107,15020
43356,394581
10464,99054
26675,245249
12629,119538
40805,373413
40037,371230
35634,325964
37073,338123
48434,440993
40253,369228
20677,191351
11197,105877
48720,461440
42306,388299
18894,173382
23383,212854
42099,387240
41479,378156
31873,293096
39287,354065
42721,379009
23514,217744
1505,18442
11413,108853
42636,390486
21913,202373
27595,252426
17670,169161
23021,210099
37714,345563
8513,82807
42731,376914
13750,128502
45629,416560
22963,210792
30259,280154
20873,189849
6087,58479
28267,252187
10470,101037
48124,445630
37445,333570
34394,313834
46316,411457
31947,285236
42831,398553
42891,395415
38022,345083
48255,432216
6913,66303
36752,335957
11687,109007
35550,318258
4695,47649
8171,77885
24487,224957
6137,60431
42108,380348
1409,18094
1288,16585
6653,65054
32294,302515
30505,278661
22395,205298
42230,383651
11665,108182
5592,55178
15484,147791
34306,320871
14272,131979
2848,30387
6427,62460
6160,60641
43796,390786
47913,428664
24753,229149
11602,108105
23274,213387
9492,89245
24168,222561
20200,187302
10679,103583
23929,221373
41371,381245
21736,196807
43188,384858
738,11405
36494,342306
38639,352285
21274,194739
43953,399169
34474,316896
22388,207773
20593,192876
42700,382720
45654,415203
1259,16210
33573,307873
31873,299210
31835,297311
7935,78089
36005,332343
37244,338056
41930,378398
38931,353040
5650,56380
25967,238545
15231,139019
19362,176529
39309,359730
39378,364244
41070,374047
22725,209100
21408,197147
36320,335309
11661,111357
18293,172925
2478,26931
33423,303632
45985,405235
32302,291481
20505,196988
9950,91986
28551,259518
10922,103314
29390,261155
30144,287672
25166,230374
38191,348456
36830,336603
23830,218384
8489,81186
29133,265231
38668,355967
41459,370562
14855,139599
25189,236780
49170,444870
33551,303451
32313,298123
16757,157981
43347,389509
49600,457817
46856,411814
39009,355876
36205,339848
17407,163832
24906,224590
30589,280758
15141,145000
36264,324470
34968,321335
30545,280173
20262,186756
12166,115357
19723,181376
35048,320913
49042,443500
1718,20502
43336,405664
575,10209
3926,40359
43689,407818
31617,288580
42130,386730
11823,110173
18804,173862
41420,373685
32765,308728
46197,401634
16192,150532
28297,270304
47532,421991
44612,410159
33610,308228
20343,187196
42796,380387
24014,220880
33535,303628
5135,50993
7092,69865
31012,289436
31275,281030
2535,28242
14238,134531
34192,304378
8702,82512
7925,75697
35976,329062
16577,152021
25399,235921
28179,265792
49741,434925
18412,171376
38894,347856
19360,178284
13179,123074
13456,127065
27232,249160
12016,112636
2519,28253
30883,292315
19130,176354
14714,136071
24312,227544
25704,229477
8853,83553
33443,314089
17906,165254
46543,424403
19481,188384
9468,90531
22172,203756
1601,19451
38731,355253
839,12453
14315,136027
47080,435355
23298,210364
4225,43424
15777,151220
24947,231870
43236,394440
25665,240210
22977,209417
46205,430422
42861,385539
11115,103352
5981,59284
24519,226578
36157,328527
43154,400084
45539,422965
33744,307070
4944,49570
14766,134991
14660,138312
40000,355746
14155,130632
10656,102832
33587,304477
47310,420213
44909,412849
42730,388865
11020,104895
10098,93730
43716,400395
673,11244
35511,322378
27957,247483
46254,428475
26935,245938
8820,86231
728,11577
32557,297310
7245,70389
44720,417076
38031,340329
16672,152470
6268,62006
33291,310811
21228,198866
28670,266463
48662,436448
23252,207909
18120,174462
7124,71702
43412,403050
23663,224708
29993,274240
39558,368079
18902,171607
20519,192610
25820,236627
24277,220236
30082,275107
17982,167734
15715,146374
33352,309695
9728,91111
35609,319590
24385,223787
5699,53143
24116,220412
17886,169248
30013,272021
49409,436535
1053,14412
24809,224682
14627,136593
20180,188472
43379,397545
33340,307400
37304,344720
10532,99953
28107,263436
42918,391412
49024,440691
19464,173201
37257,345188
39432,360683
28293,256554
36843,326132
29967,273254
14071,130414
23084,213581
36586,336424
40173,355003
6079,60228
3895,39738
28870,259466
13627,128862
34460,314981
28201,247905
42734,398074
43076,389263
46563,429597
43683,390368
38446,348512
36519,327207
30956,290738
41074,381830
10870,101378
5774,56880
35618,330938
11285,105147
23916,216794
23100,215212
2411,26927
44348,407703
17039,157013
26986,245244
33677,309817
35945,332404
44018,399306
757,11744
32249,294706
8910,86385
28717,258033
1423,18152
6338,62448
24462,217673
27727,258205
15930,149496
48808,442915
4768,49448
33903,311952
18033,164923
46534,422040
40306,365366
40000,361874
45436,417082
34429,304585
7140,69855
7317,70286
19246,175366
26601,244629
18610,169659
22241,204112
40800,374565
21475,199256
11538,112324
43502,389228
7210,69189
1025,14253
18430,173250
5074,52252
12945,119397
21744,200600
964,13754
42223,382744
680,11103
7375,69632
32079,294850
44057,411681
41036,371986
31851,290019
31777,282118
28601,265474
25545,236228
5672,56005
25983,242219
22924,210785
13336,126850
30307,276671
40605,370472
49470,446166
44806,420825
13250,124984
32936,305064
28618,267206
7496,71382
37337,345392
13672,129853
1641,19473
7438,71065
49901,470163
44642,426327
33084,307064
2306,25754
18637,170667
47388,414038
31711,298301
26581,249347
3330,35260
24096,228427
11843,111122
12921,120360
23100,209179
20849,198438
20546,186501
31446,276290
4169,42695
8299,79134
43549,403233
1218,15736
37598,343810
47325,426261
34710,314137
12806,117487
17912,164374
29829,262459
47136,416743
45335,407365
21656,201771
37927,343433
17465,160518
23610,223684
12219,115315
47070,429966
42080,387101
33922,320993
37614,343459
7885,76141
32517,288603
17830,168266
33621,313081
37481,350202
25403,237652
21496,196375
36024,340032
10371,99585
30566,269724
46509,425737
29080,269809
33765,310050
46041,415033
17984,167526
21484,199767
1681,20046
4362,45101
1249,16098
1356,17336
34933,315304
8772,80202
18066,177426
37171,343513
14590,137741
3934,40263
2526,27623
14825,137171
15656,144560
39891,363575
12179,115821
9821,91973
47239,440312
10843,101845
4884,48296
5438,53745
24088,219281
8560,82314
31971,288692
15367,146906
40402,358841
43455,399896
39462,365855
35002,321414
18919,175562
35608,334015
11368,108525
43421,403077
12835,122459
5343,52923
38925,353889
36404,334874
14107,135204
2346,26148
41723,376874
5842,58133
21577,196081
38486,349444
45495,408644
10246,97336
43529,399775
42699,382902
35639,324768
45278,397459
13076,123571
36293,331587
43430,396212
49368,459585
49624,461541
21906,206804
46791,413276
10627,100788
917,13160
27399,250987
7036,68951
12611,117039
9808,91308
31464,288042
15769,153195
1516,18556
39391,356418
19799,183140
34622,319156
4665,46358
12891,121024
37006,354667
36499,330019
24701,221733
31859,292117
24917,227948
36128,330111
27211,244337
31460,291947
10954,104655
42714,385095
46640,426882
1108,15131
28081,264633
40769,361231
9587,90876
42607,383861
14208,129837
37395,341165
27130,239868
28976,261531
38336,355027
4966,50200
4907,50821
10913,102140
38943,354367
45293,419247
44270,406543
25271,226136
22709,209896
3528,36617
45965,414783
1149,15416
43623,393224
44759,406023
6734,64946
39350,364419
2313,26149
29757,271825
35269,328630
12075,113029
14479,139617
42493,390080
31124,281217
10140,98510
45227,414027
4633,47011
7667,72562
18234,168612
18632,170766
49103,454458
11847,110798
3754,37763
35737,325651
45477,415848
7401,71625
24143,222684
19076,175600
43903,388744
33571,304903
27350,251695
27189,250297
35653,331648
27376,249817
18501,171753
17920,169594
4680,47169
23949,218411
39073,342144
42772,387868
4544,47327
37967,334530
41973,401609
47391,437243
26747,244440
5084,51021
30848,282233
10949,105306
16413,151912
45336,408930
28708,259862
29217,270796
41245,365424
19575,180339
41960,377471
43233,396553
1009,14110
17950,169032
25591,229397
46568,423757
7201,69559
27101,250880
23393,221660
2701,29479
16648,159373
24206,224414
45998,411911
44111,401950
13742,130320
41271,367370
42508,383584
9167,88016
11852,107785
40350,359977
17518,166379
45843,416852
32285,298444
17219,158863
14823,140451
33120,298165
5046,50774
2939,31855
29090,269104
29655,274027
47372,437788
42796,381547
4542,45130
31707,294335
35550,323198
42490,372583
5773,55469
4832,48092
27466,256586
37863,340117
13646,127720
22114,205439
22824,206125
11290,108557
17798,167207
18442,173159
9132,89099
29521,272061
49706,446131
42026,382813
30796,285925
44401,409606
4654,47364
26701,252526
20516,186643
29420,268165
49407,450116
15024,138458
27557,252169
15649,148695
25088,234414
39685,365477
1231,16243
31791,287277
45698,417373
10693,101188
24661,230481
11713,111765
37064,347728
3467,36919
11457,108156
15953,143302
17676,162753
7999,79252
575,10185
15168,142034
37382,345264
41930,387216
38086,350711
35073,319393
40574,376320
49092,443496
39622,360145
11909,108587
27933,256475
13331,126112
15038,139966
1297,16618
10519,100026
46062,415635
21655,200827
1048,14506
3174,33366
18231,170034
6649,63997
35102,321389
27049,252394
39299,360311
45353,402067
16926,157019
30203,274570
42189,376619
11614,106608
11961,110690
30882,277034
38603,357712
1923,22556
21163,190263
3570,36809
1575,18908
42190,393988
28852,260742
47799,442155
30462,274589
36614,338742
32682,305513
11065,106923
14515,132163
38294,340872
32596,297141
19477,179012
3930,40953
5422,53782
17975,164118
49875,441312
35647,318100
23055,210505
42983,393996
1117,14718
41311,384497
15349,148198
34478,325662
16152,150570
12091,111589
29941,271002
21231,194079
20441,187792
44504,409737
37104,338714
14738,135880
9391,89663
5219,52733
27818,256987
15136,143210
2604,29057
44624,402478
36681,342583
14747,139078
45395,413297
42186,367617
17659,162143
1485,18232
17001,157120
10041,96039
43494,402538
27603,253227
45236,403933
33957,310931
40550,378216
25315,231037
47958,439375
45922,420584
36431,333957
15474,140685
43763,401935
22664,202953
19529,180629
11718,110081
9514,91463
46959,427859
28960,266336
37002,330971
27930,254692
31778,289873
48864,445199
21071,194587
32549,300775
12990,122116
41974,392190
15734,147066
34541,324976
4342,42603
4059,41699
39008,356158
1276,16534
37143,337036
3709,39675
37140,343522
11529,112084
740,11841
13430,127380
35223,316704
32026,288912
19524,180522
7387,70056
11022,104666
28382,252633
5645,57521
26317,243288
9642,92829
39468,354761
24524,230077
24636,230542
3736,38287
37887,338555
21296,197238
43943,394739
11967,117265
47020,428098
36482,331563
43882,401062
34589,318988
15362,139764
35240,323714
32093,292072
40479,373397
27055,249201
10365,99476
19588,183889
4306,43455
20951,189328
33967,311336
17992,170195
40800,382926
2004,23531
15167,141846
6918,69818
28935,262250
42499,393878
2195,24887
48828,434835
17175,161147
47628,433803
7662,74637
40870,374054
33498,311022
46725,428093
11967,111104
13924,130672
19077,179303
5402,52359
8561,84585
49661,453263
12092,117175
45399,405695
24243,222041
5994,58416
16294,149435
37668,343331
21852,197396
15155,136532
47430,435340
42147,381692
23155,212615
43661,407617
10297,95914
36687,334029
20304,184791
42992,395918
7206,68724
28273,263216
25920,241832
8042,77666
26315,239382
9843,93450
43983,410166
8265,78153
44447,401636
41468,381540
21446,203212
37521,343680
20525,193816
17955,165914
22457,201684
48233,433755
25787,243167
15991,148519
12436,116192
29570,279864
49727,454463
26106,241680
49226,428092
9610,89005
6709,66206
3313,34011
20115,184160
19973,186826
2990,31560
42414,379332
33838,309976
38763,361219
45348,411523
10805,100357
19602,180971
14800,138680
41051,385921
42619,398285
34623,313304
22971,214267
21491,193390
36944,332764
43488,395979
26610,243143
23735,215497
47941,432469
16713,158295
46632,429410
40090,369302
49437,447300
48235,443449
13250,125917
9003,86593
4870,48548
43877,407288
32197,296672
18028,167097
15884,148677
40244,352694
12651,121279
8947,84714
5648,57494
45564,405858
16633,156575
12358,117297
28514,259500
21707,198128
34198,308201
702,11173
8189,76186
48352,433173
17765,170481
7238,69722
8415,79342
1705,20491
32258,294023
10956,105026
23734,216321
26995,255272
8215,77466
48864,433520
22121,208030
21893,203078
7777,76931
49730,460697
35746,336045
13258,122393
1477,18203
19871,184699
31854,302624
30838,289597
35704,311998
16740,157151
41574,375055
7770,75119
6291,62673
42391,381963
9260,91140
30382,272493
5550,55481
25758,237532
28750,264255
14248,133088
10457,96664
41094,371340
34831,310208
38778,350520
18384,169487
28594,256127
48961,454514
22730,211242
21747,197665
37737,337364
7548,72015
17949,170481
12319,114289
4357,44305
40332,373758
42306,386933
7329,69761
45085,422942
26140,239992
4827,49690
25485,234705
2210,24939
16758,157977
23495,216576
43044,400762
35020,332653
49895,457567
41051,378938
25321,223463
34071,310611
45447,423400
15589,143307
4870,49664
13479,127725
45654,407887
36008,328723
17242,161902
4819,48071
43621,398181
39512,357267
4878,48666
10186,96726
9947,93286
38782,349178
20681,194832
48588,451144
751,11765
49968,455920
47730,442759
1912,21941
10952,102994
20782,190963
9441,89239
10490,100500
33719,308567
37050,345820
7162,69866
22481,208393
39191,356759
6118,60068
12723,118358
10451,96907
46557,429442
46315,417408
9814,92607
12245,117138
46205,422580
7277,70980
11255,106297
39693,366064
47662,446925
20569,188658
619,10516
25199,229682
47433,419631
27819,254892
38042,353063
14585,137967
2312,25530
26486,245928
45524,413512
2275,25442
47973,435411
33806,308193
44668,397488
27709,255090
29945,273130
17927,167073
12431,115611
18428,170156
18204,168887
16957,158134
31610,291949
9227,88499
48117,440292
48723,437154
13155,121919
6914,66636
19552,179678
28368,259442
8190,78382
10311,97274
35105,320789
27463,255772
42559,395302
11859,113015
16321,152241
49282,438092
35422,319367
13130,124095
31162,280215
44285,404654
39900,369767
39864,363930
1231,16181
34408,311595
14020,132326
17931,167554
20800,190126
4264,43646
30034,274092
33398,312178
43262,393595
31590,287944
42830,388375
10005,95375
31214,280300
41016,373557
523,9729
12263,114937
10131,94421
23644,220563
6290,62823
28006,255092
11633,108530
9839,92771
2206,24370
13670,131211
2949,31186
32372,298421
7193,70092
23718,214057
47590,438646
19415,187682
33658,319556
37212,341531
1760,21568
4187,43554
20718,192535
17457,160120
47391,434301
8982,83443
8370,80142
48941,452027
45885,421536
30230,271965
6999,66691
2494,27263
19786,180872
38749,362982
12243,116124
23849,222938
37308,339313
31636,285936
42261,392544
10731,101330
8083,76489
39464,361349
42238,381328
39308,351770
24329,221549
3496,36120
17685,163952
6168,61163
42616,394046
4185,42211
26263,241514
42777,403099
41120,364069
31931,302659
597,10463
19315,176023
4544,45396
37760,345701
32455,300633
2113,25127
38489,362484
13617,127733
44053,402181
27852,257421
45875,412792
38658,352556
34813,315614
17227,156936
45798,413363
26229,243023
25164,237270
15666,145095
38738,360317
3773,39248
3262,33857
538,9794
31752,291045
6706,65945
34518,308171
23775,215645
8624,82223
40719,384818
32580,296809
34945,315557
26222,246842
6276,61770
30299,277866
19523,177326
24484,225461
42263,384163
48263,454784
26420,239147
33479,302855
19819,180228
32614,290960
38024,347422
3995,40994
41788,378972
12954,118803
24282,221470
38272,342714
5191,52050
38414,359925
16881,153409
41308,377963
32470,299479
4106,41910
19741,178769
26008,236305
17442,163801
44527,393498
44358,406219
37575,345305
9587,92912
26148,236390
15312,141219
44203,402933
8939,86748
39141,352487
18764,169882
41879,390557
23408,217502
49402,448264
20762,194048
9288,89435
47892,432061
16287,153169
27926,250542
49508,447484
39403,361192
38912,357127
17174,153793
2102,24066
48343,450202
17616,166879
6408,63024
28889,255506
37099,338423
42350,386970
10853,103701
8522,82605
35875,328312
22578,205539
8988,85837
37570,346822
7090,69463
21544,198118
35178,319464
13290,123686
46593,426445
2323,25327
30792,280372
9763,92799
32039,292476
28683,266082
3792,39369
20733,191453
36048,334289
45555,422212
4424,45624
31407,291677
39484,367727
37785,339786
37957,341470
45819,407089
41752,372662
4140,42561
47245,418840
34320,309274
11917,110786
25733,229364
38256,354858
15465,144309
42837,380494
25484,233120
43400,396286
27717,245581
3039,33416
2540,28070
12223,111461
38682,348192
32663,305370
2130,24241
13070,125212
23217,213909
8201,77959
31629,285503
45680,421162
34701,311403
40417,369116
16422,155824
40497,363145
8619,83661
3400,35386
38902,357999
46282,416663
16536,156483
31152,283253
17375,165406
49996,463952
28628,266904
14780,135820
20324,184900
8559,79326
40631,374384
2351,26208
12182,113273
38201,346471
17440,163379
4040,41273
29581,271146
22492,208579
24073,219910
23249,212989
25723,235576
5654,56363
40125,370179
36470,337584
1709,19687
43361,399291
4023,40667
778,11952
34113,312322
34623,320122
35072,332644
1105,14827
28601,258015
15934,147384
13492,120335
32154,291661
33822,306617
41196,367635
44842,424046
29488,275970
10388,99985
22659,218386
12425,114663
23813,217720
6776,66484
40191,374272
11608,108681
46687,425066
2127,24359
38392,351110
31377,292903
18131,164119
14987,141587
46045,421746
24812,230638
34111,313342
33577,307282
40491,365613
40445,359049
8028,78002
3156,33117
45752,421166
40754,369428
5453,53983
35536,331615
27336,251480
29106,270669
47954,423243
36259,318032
43409,388232
40015,374592
10679,100818
33827,319462
6957,69347
17943,166800
2615,29123
7533,72900
41899,379419
19077,180975
13726,129104
13401,128143
28337,257675
38740,364914
30605,283634
3068,32465
41149,379011
28578,267127
29780,267926
5924,57201
27390,249737
35614,326881
29629,270587
32907,296717
40567,373017
44604,406218
47467,442142
31945,290489
31293,282573
39807,357318
41003,380433
27808,251287
45576,413063
4320,43654
37242,332830
1741,20569
41723,386914
24977,224534
14821,137245
3237,34168
2286,25886
14589,134246
2712,29548
12276,117198
21975,196894
4457,45461
18861,180297
44965,398318
928,13446
28007,249219
41184,374483
32851,301333
31178,287325
16727,151224
10266,98615
16822,156106
44614,404342
8374,79952
23656,213086
38336,341756
16846,157433
2503,27568
33206,304302
15154,144205
25121,231754
13623,129968
5926,58128
1876,21888
